experiment,epoch,train_loss,kendall_tau,top1_slowdown,top5_slowdown,top10_slowdown,top100_slowdown,seconds
gnn_nlp_random,1,0.5163581752834688,0.5675421534992975,1.1049922823905944,1.0669686019420623,1.0466114819049834,1.0186441242694855,470.24702167510986
gnn_nlp_random,2,0.3868647157141471,0.6971288827204053,1.0109769403934479,1.0087539851665497,1.0082763135433197,1.0034214556217194,454.4733347892761
gnn_nlp_random,3,0.3423206152339299,0.7695401700409812,1.0104142904281617,1.008687537908554,1.0063196063041686,1.0040070056915282,454.06094217300415
gnn_nlp_random,4,0.315989020813126,0.7358724814047335,1.0082256376743317,1.004764974117279,1.0043708741664887,1.0033550143241883,456.22551226615906
gnn_nlp_random,5,0.2957146391728083,0.725637029170408,1.0099540948867798,1.0063694059848785,1.0061671435832977,1.0040070056915282,454.7155795097351
gnn_nlp_random,6,0.2843689859261543,0.742638598804889,1.0103189945220947,1.004643589258194,1.0043399691581727,1.003962618112564,455.2702522277832
gnn_nlp_random,7,0.271622375897548,0.7658861344926474,1.0088460147380829,1.005285346508026,1.0041281282901764,1.003962618112564,456.8331286907196
gnn_nlp_random,8,0.25983742182902264,0.7785342166389146,1.0067500591278076,1.0052077412605285,1.004145097732544,1.000634753704071,458.90631127357483
gnn_nlp_random,9,0.25098424177399753,0.7861611706349436,1.0034014403820037,1.001358199119568,1.000937819480896,1.0006114482879638,455.52656745910645
gnn_nlp_random,10,0.24726065332300573,0.7894282127903558,1.011310690641403,1.0012961983680726,1.0008917927742005,1.0006114482879638,459.02329683303833
gnn_nlp_random,11,0.24539461970505877,0.7899113698538984,1.0114239573478698,1.001181036233902,1.001028823852539,1.0006114482879638,454.23934388160706
gnn_nlp_random,12,0.2379610776543563,0.779460303972275,1.0113181531429292,1.0091884553432464,1.0085082709789277,1.0006114482879638,455.0715482234955
gnn_nlp_random,13,0.2308397314695142,0.7749222366796694,1.0208690643310547,1.0192655086517335,1.018463683128357,1.0007087528705596,457.2425813674927
gnn_nlp_random,14,0.22524074541071906,0.7884876639653584,1.0208558201789857,1.0150728046894073,1.0083645105361938,1.0006114482879638,457.49598145484924
gnn_nlp_random,15,0.22017581424206847,0.7823058126703766,1.0207585334777831,1.018452173471451,1.0183337688446046,1.0079871714115143,455.24531292915344
gnn_nlp_random,16,0.21876697601685255,0.7898157139478668,1.021301543712616,1.0187549710273742,1.008447778224945,1.0006114482879638,456.4893448352814
gnn_nlp_random,17,0.21558965472611352,0.8024817307668449,1.0100078582763672,1.008917409181595,1.0081912755966187,1.0006114482879638,453.7613582611084
gnn_nlp_random,18,0.21211329888207117,0.8006208176106396,1.010997760295868,1.0098762452602386,1.0082140743732453,1.0006114482879638,455.51121044158936
gnn_nlp_random,19,0.20842400093558403,0.8158827223880258,1.0105962038040162,1.008358371257782,1.0008668541908263,1.0006114482879638,456.0348620414734
gnn_nlp_random,20,0.20453067967057417,0.8031045740559707,1.0107961177825928,1.0091975331306458,1.0089459717273712,1.0006114482879638,457.6539056301117
gnn_nlp_random,21,0.20335636351084346,0.8208146230948398,1.0030550897121429,1.0009762585163116,1.0008959352970124,1.0006114482879638,455.60415601730347
gnn_nlp_random,22,0.19756537283026132,0.8078399969555538,1.0123914301395416,1.0090815722942352,1.0090082585811615,1.000653213262558,458.12893414497375
gnn_nlp_random,23,0.19900674405895794,0.8143423124370418,1.0117018282413484,1.0104979813098907,1.0103371262550354,1.0006404578685761,453.46773314476013
gnn_nlp_random,24,0.19431462117435933,0.8262766760072238,1.0027767300605774,1.0017992079257965,1.0015887916088104,1.000144511461258,453.5674464702606
gnn_nlp_random,25,0.18979729643875534,0.8324137392814819,1.00441073179245,1.0030754268169404,1.0016351103782655,1.0000392735004424,453.88260412216187
gnn_nlp_random,26,0.18915719516571963,0.8457812232170836,1.0027568817138672,1.0013702154159545,1.0011336922645568,1.0000043392181397,455.24913811683655
