experiment,type,loaded_from_cache,alpha_best_gnn,gnn_components,xgb_component,top1_slowdown,top5_slowdown,top10_slowdown,top100_slowdown,kendall_tau
ensemble_gnn_nlp_default_plus_xgb_pairwise,ensemble,False,1.0,gnn_nlp_default,xgb_pairwise,1.001762706041336,1.0013005614280701,1.0009263575077056,1.0004799962043762,0.5216894765133329
