experiment,type,loaded_from_cache,top1_slowdown,top5_slowdown,top10_slowdown,top100_slowdown,kendall_tau,alpha_best_gnn,gnn_components,xgb_component,dataset,out_dir,gpu_id
gnn_xla_random,gnn,True,1.101153816495623,1.018177798816136,1.0167093447276525,1.0076159409114294,0.5933259508911625,,,,xla_random,/scratch/users/ntu/dere0006/TPU/artifacts/layout_xla_random_stream_v1_plain,0
gnn_nlp_random,gnn,False,1.0039962589740754,1.0013754725456239,1.0009975910186768,1.0,0.897049174205538,,,,nlp_random,/scratch/users/ntu/dere0006/TPU/artifacts/layout_nlp_random_stream_v1_plain,0
