experiment,type,loaded_from_cache,top1_slowdown,top5_slowdown,top10_slowdown,top100_slowdown,kendall_tau,alpha_best_gnn,gnn_components,xgb_component
gnn_xla_default,gnn,False,1.004327382360186,1.0042983634131295,1.0042653935296195,1.0003070150102888,0.3259306620639616,,,
ensemble_gnn_xla_default_plus_xgb_pairwise,ensemble,False,1.0022966691425867,1.001098530633109,1.0010934386934554,1.0003160408564977,0.32522390870704987,0.9500000000000001,gnn_xla_default,xgb_pairwise
xgb_pairwise,xgb,False,1.001246792929513,1.0002083267484392,1.0001664331981115,1.0001125165394373,0.08861209417608942,,,
